step,actic loss,critic loss,average distance,time
5610,-1.0384,0.7201,5.1555,0min12sec
5620,-1.0367,0.7190,5.1537,0min11sec
5630,-1.0349,0.7178,5.1517,0min12sec
5640,-1.0331,0.7167,5.1498,0min11sec
5650,-1.0314,0.7155,5.1479,0min11sec
5660,-1.0296,0.7144,5.1460,0min11sec
5670,-1.0279,0.7132,5.1440,0min11sec
5680,-1.0261,0.7121,5.1421,0min11sec
5690,-1.0245,0.7110,5.1403,0min11sec
5700,-1.0228,0.7099,5.1384,0min11sec
5710,-1.0210,0.7087,5.1365,0min11sec
5720,-1.0192,0.7076,5.1346,0min11sec
5730,-1.0174,0.7065,5.1327,0min11sec
5740,-1.0158,0.7055,5.1309,0min11sec
5750,-1.0141,0.7044,5.1290,0min11sec
5760,-1.0124,0.7033,5.1271,0min11sec
5770,-1.0107,0.7022,5.1253,0min11sec
5780,-1.0091,0.7011,5.1234,0min12sec
5790,-1.0074,0.7000,5.1216,0min11sec
5800,-1.0058,0.6989,5.1197,0min12sec
5810,-1.0041,0.6978,5.1179,0min11sec
5820,-1.0025,0.6967,5.1161,0min11sec
5830,-1.0009,0.6956,5.1143,0min11sec
5840,-0.9992,0.6945,5.1125,0min11sec
5850,-0.9976,0.6934,5.1107,0min11sec
5860,-0.9960,0.6924,5.1089,0min11sec
5870,-0.9944,0.6913,5.1072,0min11sec
5880,-0.9928,0.6902,5.1054,0min12sec
5890,-0.9912,0.6892,5.1036,0min12sec
5900,-0.9896,0.6881,5.1018,0min12sec
5910,-0.9880,0.6871,5.1001,0min12sec
5920,-0.9864,0.6861,5.0983,0min12sec
5930,-0.9848,0.6850,5.0966,0min12sec
5940,-0.9834,0.6840,5.0948,0min12sec
5950,-0.9817,0.6830,5.0931,0min12sec
5960,-0.9802,0.6819,5.0914,0min11sec
5970,-0.9786,0.6809,5.0897,0min11sec
5980,-0.9770,0.6799,5.0880,0min11sec
5990,-0.9755,0.6789,5.0863,0min11sec
6000,-0.9740,0.6778,5.0845,0min12sec
6010,-0.9724,0.6768,5.0828,0min12sec
6020,-0.9709,0.6758,5.0811,0min12sec
6030,-0.9693,0.6748,5.0795,0min12sec
6040,-0.9678,0.6738,5.0778,0min12sec
6050,-0.9662,0.6728,5.0761,0min12sec
6060,-0.9647,0.6718,5.0745,0min12sec
6070,-0.9632,0.6708,5.0728,0min12sec
6080,-0.9617,0.6698,5.0711,0min12sec
6090,-0.9602,0.6688,5.0695,0min12sec
6100,-0.9587,0.6679,5.0678,0min12sec
6110,-0.9572,0.6669,5.0662,0min12sec
6120,-0.9557,0.6659,5.0646,0min12sec
6130,-0.9542,0.6649,5.0629,0min12sec
6140,-0.9527,0.6640,5.0613,0min11sec
6150,-0.9512,0.6630,5.0596,0min11sec
6160,-0.9498,0.6620,5.0580,0min11sec
6170,-0.9483,0.6610,5.0564,0min11sec
6180,-0.9468,0.6601,5.0547,0min12sec
6190,-0.9453,0.6591,5.0531,0min12sec
6200,-0.9439,0.6581,5.0515,0min12sec
6210,-0.9425,0.6572,5.0499,0min12sec
6220,-0.9410,0.6562,5.0483,0min11sec
6230,-0.9396,0.6553,5.0467,0min11sec
6240,-0.9382,0.6543,5.0451,0min11sec
6250,-0.9368,0.6534,5.0436,0min11sec
6260,-0.9354,0.6524,5.0420,0min11sec
6270,-0.9339,0.6515,5.0404,0min11sec
6280,-0.9325,0.6506,5.0389,0min11sec
6290,-0.9311,0.6496,5.0373,0min11sec
6300,-0.9297,0.6487,5.0358,0min11sec
6310,-0.9283,0.6478,5.0342,0min11sec
6320,-0.9269,0.6469,5.0326,0min11sec
6330,-0.9255,0.6459,5.0311,0min11sec
6340,-0.9241,0.6450,5.0295,0min11sec
6350,-0.9227,0.6441,5.0280,0min12sec
6360,-0.9213,0.6432,5.0265,0min12sec
6370,-0.9200,0.6423,5.0250,0min12sec
6380,-0.9186,0.6414,5.0234,0min12sec
6390,-0.9173,0.6404,5.0219,0min12sec
6400,-0.9159,0.6395,5.0204,0min12sec
6410,-0.9145,0.6386,5.0189,0min12sec
6420,-0.9132,0.6378,5.0174,0min12sec
6430,-0.9118,0.6369,5.0160,0min11sec
6440,-0.9105,0.6360,5.0145,0min11sec
6450,-0.9091,0.6351,5.0130,0min12sec
6460,-0.9078,0.6342,5.0115,0min12sec
6470,-0.9064,0.6333,5.0100,0min12sec
6480,-0.9051,0.6324,5.0086,0min12sec
6490,-0.9038,0.6316,5.0071,0min12sec
6500,-0.9025,0.6307,5.0057,0min11sec
6510,-0.9012,0.6298,5.0042,0min11sec
6520,-0.8999,0.6290,5.0028,0min11sec
6530,-0.8986,0.6281,5.0014,0min11sec
6540,-0.8973,0.6272,5.0000,0min11sec
6550,-0.8959,0.6264,4.9985,0min11sec
6560,-0.8946,0.6255,4.9971,0min11sec
6570,-0.8934,0.6246,4.9956,0min11sec
6580,-0.8921,0.6238,4.9942,0min12sec
6590,-0.8908,0.6229,4.9928,0min12sec
6600,-0.8895,0.6221,4.9913,0min12sec
6610,-0.8882,0.6212,4.9899,0min12sec
6620,-0.8870,0.6204,4.9885,0min12sec
6630,-0.8857,0.6195,4.9871,0min11sec
6640,-0.8844,0.6187,4.9857,0min11sec
6650,-0.8831,0.6178,4.9843,0min11sec
6660,-0.8819,0.6170,4.9829,0min11sec
6670,-0.8806,0.6162,4.9815,0min11sec
6680,-0.8794,0.6153,4.9801,0min11sec
6690,-0.8781,0.6145,4.9787,0min12sec
6700,-0.8769,0.6136,4.9773,0min12sec
6710,-0.8757,0.6128,4.9759,0min12sec
6720,-0.8744,0.6120,4.9746,0min12sec
6730,-0.8731,0.6112,4.9732,0min12sec
6740,-0.8719,0.6104,4.9718,0min12sec
6750,-0.8707,0.6096,4.9704,0min12sec
6760,-0.8694,0.6087,4.9691,0min12sec
6770,-0.8682,0.6079,4.9677,0min12sec
6780,-0.8670,0.6071,4.9664,0min12sec
6790,-0.8658,0.6063,4.9650,0min12sec
6800,-0.8646,0.6055,4.9637,0min12sec
6810,-0.8634,0.6047,4.9623,0min12sec
6820,-0.8622,0.6039,4.9610,0min12sec
6830,-0.8610,0.6031,4.9597,0min12sec
6840,-0.8598,0.6023,4.9584,0min12sec
6850,-0.8587,0.6015,4.9571,0min12sec
6860,-0.8575,0.6007,4.9557,0min12sec
6870,-0.8564,0.5999,4.9544,0min11sec
6880,-0.8552,0.5991,4.9531,0min11sec
6890,-0.8540,0.5984,4.9519,0min11sec
6900,-0.8528,0.5976,4.9505,0min11sec
6910,-0.8517,0.5968,4.9492,0min11sec
6920,-0.8505,0.5960,4.9479,0min11sec
6930,-0.8493,0.5952,4.9466,0min11sec
6940,-0.8483,0.5945,4.9453,0min11sec
6950,-0.8470,0.5937,4.9441,0min11sec
6960,-0.8459,0.5930,4.9428,0min11sec
6970,-0.8448,0.5922,4.9415,0min11sec
6980,-0.8436,0.5915,4.9403,0min11sec
6990,-0.8425,0.5907,4.9390,0min11sec
7000,-0.8414,0.5900,4.9377,0min12sec
7010,-0.8402,0.5892,4.9365,0min12sec
7020,-0.8391,0.5885,4.9352,0min12sec
7030,-0.8380,0.5877,4.9340,0min12sec
7040,-0.8369,0.5870,4.9327,0min12sec
7050,-0.8358,0.5862,4.9315,0min12sec
7060,-0.8346,0.5855,4.9303,0min12sec
7070,-0.8335,0.5847,4.9290,0min11sec
7080,-0.8324,0.5840,4.9278,0min11sec
7090,-0.8313,0.5832,4.9266,0min11sec
7100,-0.8302,0.5825,4.9253,0min11sec
7110,-0.8291,0.5817,4.9241,0min11sec
7120,-0.8280,0.5810,4.9229,0min11sec
7130,-0.8269,0.5803,4.9217,0min11sec
7140,-0.8258,0.5795,4.9204,0min11sec
7150,-0.8247,0.5788,4.9192,0min11sec
7160,-0.8236,0.5780,4.9179,0min11sec
7170,-0.8225,0.5773,4.9167,0min11sec
7180,-0.8214,0.5766,4.9155,0min11sec
7190,-0.8203,0.5759,4.9143,0min11sec
7200,-0.8193,0.5751,4.9131,0min11sec
7210,-0.8182,0.5744,4.9119,0min12sec
7220,-0.8171,0.5737,4.9107,0min11sec
7230,-0.8160,0.5730,4.9095,0min11sec
7240,-0.8150,0.5723,4.9083,0min11sec
7250,-0.8139,0.5715,4.9071,0min12sec
7260,-0.8128,0.5708,4.9060,0min11sec
7270,-0.8118,0.5701,4.9048,0min12sec
7280,-0.8107,0.5694,4.9036,0min11sec
7290,-0.8097,0.5687,4.9024,0min11sec
7300,-0.8087,0.5680,4.9013,0min11sec
7310,-0.8076,0.5673,4.9001,0min11sec
7320,-0.8065,0.5666,4.8989,0min11sec
7330,-0.8055,0.5659,4.8978,0min11sec
7340,-0.8045,0.5652,4.8966,0min11sec
7350,-0.8034,0.5645,4.8955,0min11sec
7360,-0.8024,0.5638,4.8943,0min11sec
7370,-0.8014,0.5631,4.8932,0min11sec
7380,-0.8004,0.5624,4.8920,0min11sec
7390,-0.7993,0.5617,4.8908,0min11sec
7400,-0.7983,0.5611,4.8897,0min11sec
7410,-0.7973,0.5604,4.8885,0min11sec
7420,-0.7962,0.5597,4.8874,0min11sec
7430,-0.7952,0.5590,4.8862,0min11sec
7440,-0.7942,0.5583,4.8851,0min11sec
7450,-0.7932,0.5576,4.8840,0min11sec
7460,-0.7922,0.5570,4.8828,0min11sec
7470,-0.7912,0.5563,4.8817,0min11sec
7480,-0.7902,0.5556,4.8806,0min11sec
7490,-0.7892,0.5549,4.8794,0min11sec
7500,-0.7882,0.5543,4.8783,0min11sec
7510,-0.7872,0.5536,4.8772,0min11sec
7520,-0.7863,0.5529,4.8761,0min11sec
7530,-0.7853,0.5523,4.8750,0min11sec
7540,-0.7844,0.5516,4.8739,0min11sec
7550,-0.7834,0.5510,4.8728,0min11sec
7560,-0.7824,0.5503,4.8717,0min11sec
7570,-0.7814,0.5497,4.8706,0min11sec
7580,-0.7804,0.5490,4.8695,0min11sec
7590,-0.7795,0.5484,4.8685,0min11sec
7600,-0.7785,0.5477,4.8674,0min11sec
7610,-0.7775,0.5471,4.8663,0min11sec
7620,-0.7766,0.5464,4.8652,0min11sec
7630,-0.7756,0.5458,4.8642,0min11sec
7640,-0.7747,0.5451,4.8631,0min11sec
7650,-0.7737,0.5445,4.8620,0min11sec
7660,-0.7728,0.5438,4.8609,0min11sec
7670,-0.7718,0.5432,4.8599,0min11sec
7680,-0.7709,0.5426,4.8588,0min11sec
7690,-0.7699,0.5419,4.8578,0min11sec
7700,-0.7690,0.5413,4.8567,0min11sec
7710,-0.7680,0.5407,4.8556,0min11sec
7720,-0.7671,0.5400,4.8546,0min11sec
7730,-0.7662,0.5394,4.8535,0min11sec
7740,-0.7652,0.5388,4.8525,0min11sec
7750,-0.7643,0.5381,4.8515,0min11sec
7760,-0.7634,0.5375,4.8504,0min11sec
7770,-0.7624,0.5369,4.8494,0min11sec
7780,-0.7615,0.5363,4.8484,0min11sec
7790,-0.7606,0.5357,4.8473,0min11sec
7800,-0.7597,0.5350,4.8463,0min11sec
7810,-0.7588,0.5344,4.8453,0min11sec
7820,-0.7579,0.5338,4.8442,0min11sec
7830,-0.7569,0.5332,4.8432,0min11sec
7840,-0.7560,0.5326,4.8422,0min11sec
7850,-0.7551,0.5320,4.8412,0min11sec
7860,-0.7542,0.5314,4.8402,0min11sec
7870,-0.7533,0.5308,4.8392,0min11sec
7880,-0.7524,0.5302,4.8381,0min11sec
7890,-0.7515,0.5296,4.8371,0min11sec
7900,-0.7506,0.5290,4.8361,0min11sec
7910,-0.7497,0.5283,4.8351,0min11sec
7920,-0.7488,0.5277,4.8341,0min11sec
7930,-0.7479,0.5271,4.8331,0min11sec
7940,-0.7471,0.5265,4.8321,0min11sec
7950,-0.7461,0.5260,4.8311,0min11sec
7960,-0.7453,0.5254,4.8301,0min11sec
7970,-0.7444,0.5248,4.8291,0min11sec
7980,-0.7435,0.5242,4.8281,0min11sec
7990,-0.7427,0.5236,4.8272,0min11sec
8000,-0.7418,0.5230,4.8261,0min11sec
8010,-0.7409,0.5224,4.8252,0min11sec
8020,-0.7400,0.5218,4.8242,0min11sec
8030,-0.7392,0.5212,4.8232,0min11sec
8040,-0.7383,0.5206,4.8223,0min11sec
8050,-0.7374,0.5201,4.8213,0min11sec
8060,-0.7365,0.5195,4.8203,0min11sec
8070,-0.7357,0.5189,4.8193,0min11sec
8080,-0.7348,0.5183,4.8184,0min11sec
8090,-0.7340,0.5177,4.8174,0min11sec
8100,-0.7331,0.5172,4.8164,0min11sec
8110,-0.7323,0.5166,4.8155,0min11sec
8120,-0.7314,0.5160,4.8145,0min11sec
8130,-0.7306,0.5154,4.8136,0min11sec
8140,-0.7298,0.5149,4.8126,0min11sec
8150,-0.7289,0.5143,4.8117,0min11sec
8160,-0.7281,0.5137,4.8107,0min11sec
8170,-0.7272,0.5132,4.8098,0min11sec
8180,-0.7264,0.5126,4.8088,0min11sec
8190,-0.7256,0.5120,4.8079,0min11sec
8200,-0.7248,0.5115,4.8069,0min11sec
8210,-0.7240,0.5109,4.8060,0min11sec
8220,-0.7231,0.5104,4.8051,0min11sec
8230,-0.7223,0.5098,4.8041,0min11sec
8240,-0.7215,0.5093,4.8032,0min11sec
8250,-0.7206,0.5087,4.8023,0min11sec
8260,-0.7198,0.5081,4.8014,0min11sec
8270,-0.7190,0.5076,4.8005,0min11sec
8280,-0.7182,0.5070,4.7995,0min11sec
8290,-0.7174,0.5065,4.7986,0min11sec
8300,-0.7165,0.5060,4.7977,0min11sec
8310,-0.7157,0.5054,4.7968,0min11sec
8320,-0.7149,0.5049,4.7959,0min11sec
8330,-0.7141,0.5043,4.7950,0min11sec
8340,-0.7133,0.5038,4.7941,0min11sec
8350,-0.7125,0.5032,4.7932,0min11sec
8360,-0.7117,0.5027,4.7923,0min11sec
8370,-0.7109,0.5021,4.7914,0min11sec
8380,-0.7101,0.5016,4.7905,0min11sec
8390,-0.7093,0.5011,4.7896,0min11sec
8400,-0.7085,0.5005,4.7888,0min11sec
8410,-0.7078,0.5000,4.7879,0min11sec
8420,-0.7070,0.4995,4.7870,0min11sec
8430,-0.7062,0.4989,4.7861,0min11sec
8440,-0.7054,0.4984,4.7852,0min11sec
8450,-0.7046,0.4979,4.7843,0min11sec
8460,-0.7038,0.4973,4.7834,0min11sec
8470,-0.7030,0.4968,4.7825,0min11sec
8480,-0.7022,0.4963,4.7817,0min11sec
8490,-0.7014,0.4958,4.7808,0min11sec
8500,-0.7007,0.4952,4.7799,0min11sec
8510,-0.6999,0.4947,4.7790,0min11sec
8520,-0.6991,0.4942,4.7781,0min11sec
8530,-0.6983,0.4937,4.7773,0min11sec
8540,-0.6975,0.4931,4.7764,0min11sec
8550,-0.6968,0.4926,4.7756,0min11sec
8560,-0.6960,0.4921,4.7747,0min11sec
8570,-0.6953,0.4916,4.7738,0min11sec
8580,-0.6945,0.4911,4.7730,0min11sec
8590,-0.6937,0.4905,4.7721,0min11sec
8600,-0.6930,0.4900,4.7713,0min11sec
8610,-0.6922,0.4895,4.7704,0min11sec
8620,-0.6915,0.4890,4.7696,0min11sec
8630,-0.6907,0.4885,4.7687,0min11sec
8640,-0.6900,0.4880,4.7679,0min11sec
8650,-0.6892,0.4875,4.7670,0min12sec
8660,-0.6885,0.4870,4.7662,0min11sec
8670,-0.6877,0.4865,4.7654,0min11sec
8680,-0.6870,0.4860,4.7646,0min11sec
8690,-0.6862,0.4855,4.7637,0min11sec
8700,-0.6855,0.4850,4.7629,0min11sec
8710,-0.6847,0.4845,4.7621,0min11sec
8720,-0.6840,0.4840,4.7613,0min11sec
8730,-0.6833,0.4835,4.7605,0min11sec
8740,-0.6826,0.4830,4.7597,0min11sec
8750,-0.6818,0.4825,4.7588,0min11sec
8760,-0.6811,0.4820,4.7580,0min11sec
8770,-0.6804,0.4815,4.7572,0min12sec
8780,-0.6796,0.4810,4.7564,0min12sec
8790,-0.6789,0.4805,4.7556,0min12sec
8800,-0.6782,0.4801,4.7548,0min11sec
8810,-0.6774,0.4796,4.7540,0min11sec
8820,-0.6767,0.4791,4.7531,0min11sec
8830,-0.6760,0.4786,4.7523,0min11sec
8840,-0.6753,0.4781,4.7515,0min11sec
8850,-0.6746,0.4776,4.7507,0min11sec
8860,-0.6739,0.4772,4.7499,0min11sec
8870,-0.6732,0.4767,4.7492,0min11sec
8880,-0.6724,0.4762,4.7483,0min11sec
8890,-0.6717,0.4757,4.7475,0min11sec
8900,-0.6710,0.4752,4.7467,0min11sec
8910,-0.6703,0.4748,4.7459,0min11sec
8920,-0.6696,0.4743,4.7451,0min11sec
8930,-0.6689,0.4738,4.7443,0min11sec
8940,-0.6682,0.4733,4.7435,0min11sec
8950,-0.6675,0.4729,4.7427,0min11sec
8960,-0.6668,0.4724,4.7419,0min11sec
8970,-0.6661,0.4719,4.7411,0min11sec
8980,-0.6654,0.4714,4.7403,0min11sec
8990,-0.6647,0.4710,4.7395,0min11sec
9000,-0.6640,0.4705,4.7388,0min11sec
9010,-0.6633,0.4700,4.7380,0min11sec
9020,-0.6626,0.4695,4.7372,0min11sec
9030,-0.6619,0.4691,4.7364,0min11sec
9040,-0.6613,0.4686,4.7356,0min11sec
9050,-0.6606,0.4681,4.7348,0min11sec
9060,-0.6599,0.4677,4.7341,0min11sec
9070,-0.6592,0.4672,4.7333,0min11sec
9080,-0.6585,0.4668,4.7326,0min11sec
9090,-0.6578,0.4663,4.7318,0min11sec
9100,-0.6572,0.4658,4.7310,0min11sec
9110,-0.6565,0.4654,4.7303,0min11sec
9120,-0.6558,0.4649,4.7295,0min11sec
9130,-0.6551,0.4645,4.7287,0min11sec
9140,-0.6545,0.4640,4.7280,0min11sec
9150,-0.6538,0.4636,4.7272,0min11sec
9160,-0.6531,0.4631,4.7264,0min11sec
9170,-0.6525,0.4627,4.7257,0min11sec
9180,-0.6518,0.4622,4.7249,0min11sec
9190,-0.6511,0.4618,4.7242,0min11sec
9200,-0.6505,0.4613,4.7234,0min11sec
9210,-0.6498,0.4608,4.7227,0min11sec
9220,-0.6491,0.4604,4.7219,0min11sec
9230,-0.6485,0.4599,4.7211,0min11sec
9240,-0.6478,0.4595,4.7204,0min11sec
9250,-0.6471,0.4591,4.7196,0min11sec
9260,-0.6465,0.4586,4.7189,0min11sec
9270,-0.6458,0.4582,4.7181,0min11sec
9280,-0.6452,0.4577,4.7174,0min11sec
9290,-0.6445,0.4573,4.7167,0min11sec
9300,-0.6439,0.4568,4.7159,0min11sec
9310,-0.6432,0.4564,4.7152,0min11sec
9320,-0.6426,0.4560,4.7145,0min11sec
9330,-0.6419,0.4555,4.7138,0min11sec
9340,-0.6412,0.4551,4.7131,0min11sec
9350,-0.6406,0.4547,4.7123,0min11sec
9360,-0.6400,0.4542,4.7116,0min11sec
9370,-0.6393,0.4538,4.7109,0min11sec
9380,-0.6387,0.4534,4.7102,0min11sec
9390,-0.6381,0.4529,4.7094,0min12sec
9400,-0.6374,0.4525,4.7087,0min11sec
9410,-0.6368,0.4521,4.7080,0min12sec
9420,-0.6361,0.4516,4.7072,0min12sec
9430,-0.6355,0.4512,4.7065,0min11sec
9440,-0.6349,0.4508,4.7058,0min11sec
9450,-0.6342,0.4503,4.7051,0min12sec
9460,-0.6336,0.4499,4.7043,0min11sec
9470,-0.6330,0.4495,4.7036,0min12sec
9480,-0.6324,0.4490,4.7029,0min12sec
9490,-0.6317,0.4486,4.7022,0min12sec
9500,-0.6311,0.4482,4.7015,0min12sec
9510,-0.6305,0.4478,4.7008,0min12sec
9520,-0.6299,0.4474,4.7001,0min11sec
9530,-0.6293,0.4469,4.6994,0min11sec
9540,-0.6286,0.4465,4.6987,0min12sec
9550,-0.6280,0.4461,4.6980,0min12sec
9560,-0.6274,0.4457,4.6973,0min11sec
9570,-0.6268,0.4453,4.6966,0min12sec
9580,-0.6262,0.4449,4.6959,0min12sec
9590,-0.6256,0.4444,4.6952,0min11sec
9600,-0.6249,0.4440,4.6945,0min11sec
9610,-0.6243,0.4436,4.6938,0min11sec
9620,-0.6237,0.4432,4.6931,0min11sec
9630,-0.6231,0.4428,4.6924,0min12sec
9640,-0.6225,0.4424,4.6917,0min12sec
9650,-0.6219,0.4420,4.6911,0min11sec
9660,-0.6213,0.4415,4.6904,0min11sec
9670,-0.6207,0.4411,4.6897,0min12sec
9680,-0.6201,0.4407,4.6890,0min11sec
9690,-0.6195,0.4403,4.6883,0min12sec
9700,-0.6189,0.4399,4.6877,0min11sec
9710,-0.6183,0.4395,4.6870,0min12sec
9720,-0.6177,0.4391,4.6864,0min11sec
9730,-0.6171,0.4387,4.6857,0min12sec
9740,-0.6165,0.4383,4.6850,0min11sec
9750,-0.6159,0.4379,4.6844,0min11sec
9760,-0.6153,0.4375,4.6837,0min11sec
9770,-0.6147,0.4371,4.6830,0min11sec
9780,-0.6141,0.4367,4.6824,0min11sec
9790,-0.6136,0.4363,4.6817,0min11sec
9800,-0.6129,0.4359,4.6811,0min11sec
9810,-0.6124,0.4355,4.6804,0min11sec
9820,-0.6118,0.4351,4.6798,0min11sec
9830,-0.6112,0.4347,4.6791,0min11sec
9840,-0.6106,0.4344,4.6784,0min11sec
9850,-0.6100,0.4340,4.6777,0min11sec
9860,-0.6095,0.4336,4.6771,0min11sec
9870,-0.6089,0.4332,4.6764,0min12sec
9880,-0.6083,0.4328,4.6758,0min11sec
9890,-0.6077,0.4324,4.6751,0min11sec
9900,-0.6072,0.4320,4.6745,0min12sec
9910,-0.6066,0.4316,4.6738,0min11sec
9920,-0.6060,0.4312,4.6732,0min12sec
9930,-0.6054,0.4308,4.6725,0min12sec
9940,-0.6049,0.4304,4.6718,0min12sec
9950,-0.6043,0.4300,4.6712,0min11sec
9960,-0.6037,0.4297,4.6705,0min11sec
9970,-0.6032,0.4293,4.6699,0min11sec
9980,-0.6026,0.4289,4.6692,0min11sec
9990,-0.6020,0.4285,4.6686,0min12sec
10000,-0.6015,0.4281,4.6680,0min12sec
10010,-0.6009,0.4277,4.6673,0min12sec
10020,-0.6003,0.4274,4.6667,0min11sec
10030,-0.5998,0.4270,4.6661,0min11sec
10040,-0.5992,0.4266,4.6654,0min12sec
10050,-0.5987,0.4262,4.6648,0min12sec
10060,-0.5981,0.4258,4.6641,0min11sec
10070,-0.5976,0.4255,4.6635,0min12sec
10080,-0.5970,0.4251,4.6629,0min11sec
10090,-0.5964,0.4247,4.6622,0min11sec
10100,-0.5959,0.4243,4.6616,0min11sec
10110,-0.5953,0.4240,4.6610,0min11sec
10120,-0.5948,0.4236,4.6604,0min11sec
10130,-0.5942,0.4232,4.6597,0min12sec
10140,-0.5937,0.4228,4.6591,0min11sec
10150,-0.5931,0.4225,4.6585,0min11sec
10160,-0.5926,0.4221,4.6579,0min11sec
10170,-0.5921,0.4217,4.6573,0min11sec
10180,-0.5915,0.4214,4.6566,0min12sec
10190,-0.5910,0.4210,4.6560,0min11sec
10200,-0.5904,0.4206,4.6554,0min12sec
10210,-0.5899,0.4203,4.6548,0min11sec
10220,-0.5893,0.4199,4.6542,0min11sec
10230,-0.5888,0.4195,4.6536,0min11sec
10240,-0.5883,0.4191,4.6530,0min11sec
10250,-0.5877,0.4188,4.6523,0min12sec
10260,-0.5872,0.4184,4.6517,0min11sec
10270,-0.5866,0.4181,4.6511,0min11sec
10280,-0.5861,0.4177,4.6505,0min11sec
10290,-0.5856,0.4173,4.6499,0min11sec
10300,-0.5851,0.4170,4.6493,0min11sec
10310,-0.5845,0.4166,4.6487,0min11sec
10320,-0.5840,0.4162,4.6481,0min11sec
10330,-0.5835,0.4159,4.6475,0min11sec
10340,-0.5829,0.4155,4.6469,0min11sec
10350,-0.5824,0.4152,4.6463,0min12sec
10360,-0.5819,0.4148,4.6457,0min11sec
10370,-0.5814,0.4145,4.6451,0min11sec
10380,-0.5808,0.4141,4.6445,0min11sec
10390,-0.5803,0.4137,4.6439,0min11sec
10400,-0.5798,0.4134,4.6433,0min12sec
10410,-0.5793,0.4130,4.6427,0min11sec
10420,-0.5788,0.4127,4.6421,0min11sec
10430,-0.5783,0.4123,4.6415,0min11sec
10440,-0.5777,0.4120,4.6409,0min11sec
10450,-0.5772,0.4116,4.6403,0min11sec
10460,-0.5767,0.4113,4.6397,0min11sec
10470,-0.5762,0.4109,4.6391,0min11sec
10480,-0.5757,0.4106,4.6385,0min11sec
10490,-0.5752,0.4102,4.6379,0min11sec
10500,-0.5746,0.4099,4.6374,0min12sec
10510,-0.5741,0.4095,4.6368,0min11sec
10520,-0.5736,0.4092,4.6362,0min11sec
10530,-0.5731,0.4088,4.6356,0min11sec
10540,-0.5726,0.4085,4.6350,0min11sec
10550,-0.5721,0.4081,4.6345,0min12sec
10560,-0.5716,0.4078,4.6339,0min11sec
10570,-0.5711,0.4074,4.6333,0min11sec
10580,-0.5706,0.4071,4.6327,0min11sec
10590,-0.5701,0.4068,4.6321,0min12sec
10600,-0.5696,0.4064,4.6316,0min12sec
10610,-0.5691,0.4061,4.6310,0min11sec
10620,-0.5686,0.4057,4.6304,0min11sec
10630,-0.5681,0.4054,4.6298,0min11sec
10640,-0.5676,0.4050,4.6293,0min11sec
10650,-0.5671,0.4047,4.6287,0min11sec
10660,-0.5666,0.4044,4.6281,0min11sec
10670,-0.5661,0.4040,4.6276,0min11sec
10680,-0.5656,0.4037,4.6270,0min12sec
10690,-0.5651,0.4034,4.6264,0min11sec
10700,-0.5646,0.4030,4.6259,0min11sec
10710,-0.5641,0.4027,4.6253,0min11sec
10720,-0.5636,0.4023,4.6247,0min11sec
10730,-0.5631,0.4020,4.6242,0min11sec
10740,-0.5626,0.4017,4.6236,0min11sec
10750,-0.5621,0.4013,4.6231,0min12sec
10760,-0.5616,0.4010,4.6225,0min11sec
10770,-0.5612,0.4007,4.6219,0min11sec
10780,-0.5607,0.4003,4.6214,0min11sec
10790,-0.5602,0.4000,4.6208,0min11sec
10800,-0.5597,0.3997,4.6203,0min11sec
10810,-0.5592,0.3994,4.6197,0min11sec
10820,-0.5587,0.3990,4.6192,0min11sec
10830,-0.5583,0.3987,4.6186,0min11sec
10840,-0.5578,0.3984,4.6180,0min11sec
10850,-0.5573,0.3981,4.6175,0min11sec
10860,-0.5568,0.3977,4.6170,0min11sec
10870,-0.5563,0.3974,4.6164,0min11sec
10880,-0.5558,0.3971,4.6158,0min11sec
10890,-0.5554,0.3968,4.6153,0min11sec
10900,-0.5549,0.3964,4.6148,0min12sec
10910,-0.5544,0.3961,4.6142,0min11sec
10920,-0.5539,0.3958,4.6137,0min12sec
10930,-0.5535,0.3955,4.6131,0min11sec
10940,-0.5530,0.3951,4.6126,0min12sec
10950,-0.5525,0.3948,4.6120,0min12sec
10960,-0.5521,0.3945,4.6115,0min11sec
10970,-0.5516,0.3942,4.6110,0min11sec
10980,-0.5511,0.3939,4.6104,0min12sec
10990,-0.5506,0.3936,4.6099,0min11sec
11000,-0.5502,0.3932,4.6094,0min11sec
11010,-0.5497,0.3929,4.6089,0min12sec
11020,-0.5492,0.3926,4.6083,0min11sec
11030,-0.5488,0.3923,4.6078,0min11sec
11040,-0.5483,0.3920,4.6073,0min11sec
11050,-0.5478,0.3917,4.6068,0min11sec
11060,-0.5474,0.3914,4.6062,0min11sec
11070,-0.5469,0.3911,4.6057,0min11sec
11080,-0.5464,0.3907,4.6052,0min11sec
11090,-0.5460,0.3904,4.6047,0min11sec
11100,-0.5455,0.3901,4.6041,0min11sec
11110,-0.5451,0.3898,4.6036,0min11sec
11120,-0.5446,0.3895,4.6031,0min11sec
11130,-0.5441,0.3892,4.6026,0min11sec
11140,-0.5437,0.3889,4.6020,0min11sec
11150,-0.5432,0.3886,4.6015,0min11sec
11160,-0.5428,0.3882,4.6010,0min11sec
11170,-0.5423,0.3879,4.6005,0min11sec
11180,-0.5419,0.3876,4.6000,0min11sec
11190,-0.5414,0.3873,4.5995,0min11sec
